Item Name,Design Name,Code,New Arrivals,Best Sellers,Promo Items,Rate,Status,Usage unit,Unit,Size,Sub Collection,Collection,Thickness
DWC 3672AT - EDL HPL 1300x3050 | HARMA ASH,DWC 3672AT,HARMA ASH,FALSE,FALSE,FALSE,980000,Active,sht,Sheet,1300 x 3050 mm,Natural Matt,Wood,0.8mm
DWC 3673AT - EDL HPL 1300x3050 | DARK HARMA ASH,DWC 3673AT,DARK HARMA ASH,FALSE,FALSE,FALSE,980000,Active,sht,Sheet,1300 x 3050 mm,Natural Matt,Wood,0.8mm
DWC 3676AT - EDL HPL 1300x3050 | DARK VEYRE OAK,DWC 3676AT,DARK VEYRE OAK,FALSE,FALSE,FALSE,980000,Active,sht,Sheet,1300 x 3050 mm,Natural Matt,Wood,0.8mm
DWC 3678AT - EDL HPL 1300x3050 | LIGHT VEYRE OAK,DWC 3678AT,LIGHT VEYRE OAK,FALSE,FALSE,FALSE,980000,Active,sht,Sheet,1300 x 3050 mm,Natural Matt,Wood,0.8mm
DWC 3679AT - EDL HPL 1300x3050 | VEYRE OAK,DWC 3679AT,VEYRE OAK,FALSE,FALSE,FALSE,980000,Active,sht,Sheet,1300 x 3050 mm,Natural Matt,Wood,0.8mm
DWE 2642SC - EDL HPL 4'x8' | LIGHT WALK THE LINE,DWE 2642SC,LIGHT WALK THE LINE,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 2662SC - EDL HPL 4'x8' | LINEN WALK THE LINE,DWE 2662SC,LINEN WALK THE LINE,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 2692E - EDL HPL 4'x8' | LIGHT GRAY WALNUT,DWE 2692E,LIGHT GRAY WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 2712SC - EDL HPL 4'x8' | TAN OAK,DWE 2712SC,TAN OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 4102E - EDL HPL 4'x8' | ICELAND MAPLE,DWE 4102E,ICELAND MAPLE,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9003L - EDL HPL 4'x8' | LIGHT HIPSTER OAK,DWE 9003L,LIGHT HIPSTER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9004L - EDL HPL 4'x8' | VIRGINIA WALNUT,DWE 9004L,VIRGINIA WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9006L - EDL HPL 4'x8' | WHITE ALDER,DWE 9006L,WHITE ALDER,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9007L - EDL HPL 4'x8' | HIPSTER OAK,DWE 9007L,HIPSTER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9009L - EDL HPL 4'x8' | DARK HIPSTER OAK,DWE 9009L,DARK HIPSTER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9011L - EDL HPL 4'x8' | MEDIUM HIPSTER OAK,DWE 9011L,MEDIUM HIPSTER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9014L - EDL HPL 4'x8' | MEDIUM ELM,DWE 9014L,MEDIUM ELM,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9015L - EDL HPL 4'x8' | DARK NICO BEECH,DWE 9015L,DARK NICO BEECH,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9018L - EDL HPL 4'x8' | LIGHT ELM,DWE 9018L,LIGHT ELM,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9019L - EDL HPL 4'x8' | IBSEN BEECH,DWE 9019L,IBSEN BEECH,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9021L - EDL HPL 4'x8' | RAW HIPSTER OAK,DWE 9021L,RAW HIPSTER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9029L - EDL HPL 4'x8' | GREY VELTRINER OAK,DWE 9029L,GREY VELTRINER OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9033L - EDL HPL 4'x8' | WHITE AGED PINE,DWE 9033L,WHITE AGED PINE,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9034L - EDL HPL 4'x8' | AGED PINE,DWE 9034L,AGED PINE,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9066L - EDL HPL 4'x8' | WARM AQUILES WALNUT,DWE 9066L,WARM AQUILES WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9067L - EDL HPL 4'x8' | AQUILES WALNUT,DWE 9067L,AQUILES WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9071L - EDL HPL 4'x8' | LORENZA WALNUT,DWE 9071L,LORENZA WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9072L - EDL HPL 4'x8' | COBBLED LORENZA WALNUT,DWE 9072L,COBBLED LORENZA WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9077L - EDL HPL 4'x8' | AMBERG OAK,DWE 9077L,AMBERG OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9078L - EDL HPL 4'x8' | DARK AMBERG OAK,DWE 9078L,DARK AMBERG OAK,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9079L - EDL HPL 4'x8' | RAW LORENZA WALNUT,DWE 9079L,RAW LORENZA WALNUT,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWE 9139L - EDL HPL 4'x8' | NICO BEECH,DWE 9139L,NICO BEECH,FALSE,FALSE,FALSE,730000,Active,sht,Sheet,1220 x 2440 mm,Legno,Wood,0.8mm
DWK 3122AT - EDL HPL 4'x8' | NATURAL MAPLE,DWK 3122AT,NATURAL MAPLE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3125AT - EDL HPL 4'x8' | NATURAL WENGE,DWK 3125AT,NATURAL WENGE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3126AT - EDL HPL 4'x8' | FRESCO WALNUT,DWK 3126AT,FRESCO WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3133AT - EDL HPL 4'x8' | CLAYISH WENGE,DWK 3133AT,CLAYISH WENGE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3135AT - EDL HPL 4'x8' | GREYISH WENGE,DWK 3135AT,GREYISH WENGE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3155AT - EDL HPL 4'x8' | WHITE SEORA OAK,DWK 3155AT,WHITE SEORA OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3157AT - EDL HPL 4'x8' | WHITE WASH OAK,DWK 3157AT,WHITE WASH OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3161AT - EDL HPL 4'x8' | DENVER OAK,DWK 3161AT,DENVER OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3163AT - EDL HPL 4'x8' | CIFRA WALNUT,DWK 3163AT,CIFRA WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3165AT - EDL HPL 4'x8' | PANCHO WALNUT,DWK 3165AT,PANCHO WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3168AT - EDL HPL 4'x8' | MOCCA OAK,DWK 3168AT,MOCCA OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3169AT - EDL HPL 4'x8' | ANTIQUE OAK,DWK 3169AT,ANTIQUE OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3172AT - EDL HPL 4'x8' | ROUGH TEAK,DWK 3172AT,ROUGH TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3173AT - EDL HPL 4'x8' | NATURAL BEECH,DWK 3173AT,NATURAL BEECH,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3174AT - EDL HPL 4'x8' | FAINT BEECH,DWK 3174AT,FAINT BEECH,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3183AT - EDL HPL 4'x8' | STYLISH TEAK,DWK 3183AT,STYLISH TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3185AT - EDL HPL 4'x8' | DARK STYLISH TEAK,DWK 3185AT,DARK STYLISH TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3193AT - EDL HPL 4'x8' | BANAL TEAK,DWK 3193AT,BANAL TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3195AT - EDL HPL 4'x8' | SMOKY TEAK,DWK 3195AT,SMOKY TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3291AT - EDL HPL 4'x8' | HARRIS WALNUT,DWK 3291AT,HARRIS WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3292AT - EDL HPL 4'x8' | JOONA TEAK,DWK 3292AT,JOONA TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3293AT - EDL HPL 4'x8' | DARK JOONA TEAK,DWK 3293AT,DARK JOONA TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3294AT - EDL HPL 4'x8' | GREY COMBI-WOOD,DWK 3294AT,GREY COMBI-WOOD,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3295AT - EDL HPL 4'x8' | BROWN COMBI-WOOD,DWK 3295AT,BROWN COMBI-WOOD,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWK 3296AT - EDL HPL 4'x8' | DARK HARRIS WALNUT,DWK 3296AT,DARK HARRIS WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Natural Matt,Wood,0.8mm
DWL 4367LX - EDL HPL 1300x3050 | ROVERE RHONE,DWL 4367LX,ROVERE RHONE,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWL 4517LX - EDL HPL 1300x3050 | ROVERE CARBONE,DWL 4517LX,ROVERE CARBONE,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWL 4518LX - EDL HPL 1300x3050 | NOCINO,DWL 4518LX,NOCINO,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWL 4519LX - EDL HPL 1300x3050 | ROVERE ASBURGO,DWL 4519LX,ROVERE ASBURGO,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWL 4527LX - EDL HPL 1300x3050 | NOCE CENDRE,DWL 4527LX,NOCE CENDRE,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWL 4533LX - EDL HPL 1300x3050 | SEGATO TINTO,DWL 4533LX,SEGATO TINTO,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Larix,Wood,0.8mm
DWT 3701W - EDL HPL 4'x8' | MEDIUM MONTFORT ELM,DWT 3701W,MEDIUM MONTFORT ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3702W - EDL HPL 4'x8' | MONTFORT ELM,DWT 3702W,MONTFORT ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3703W - EDL HPL 4'x8' | DARK MONTFORT ELM,DWT 3703W,DARK MONTFORT ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3704W - EDL HPL 4'x8' | GREY MONTFORT ELM,DWT 3704W,GREY MONTFORT ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3705W - EDL HPL 4'x8' | NOVA KATOVIK NOCE,DWT 3705W,NOVA KATOVIK NOCE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3706W - EDL HPL 4'x8' | NEUTRAL KATOVIK NOCE,DWT 3706W,NEUTRAL KATOVIK NOCE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3707W - EDL HPL 4'x8' | KATOVIK NOCE,DWT 3707W,KATOVIK NOCE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3708W - EDL HPL 4'x8' | DARK KATOVIK NOCE,DWT 3708W,DARK KATOVIK NOCE,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3711W - EDL HPL 4'x8' | HAZEL ACACIA,DWT 3711W,HAZEL ACACIA,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3712W - EDL HPL 4'x8' | DOVE ACACIA,DWT 3712W,DOVE ACACIA,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3713W - EDL HPL 4'x8' | CHIFFON ACACIA,DWT 3713W,CHIFFON ACACIA,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3773W - EDL HPL 4'x8' | BONDI BIRCH,DWT 3773W,BONDI BIRCH,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3776W - EDL HPL 4'x8' | WEBSTER OAK,DWT 3776W,WEBSTER OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3801W - EDL HPL 4'x8' | SOFT SYLVAN WALNUT,DWT 3801W,SOFT SYLVAN WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3802W - EDL HPL 4'x8' | NATURAL SYLVAN WALNUT,DWT 3802W,NATURAL SYLVAN WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3803W - EDL HPL 4'x8' | SYLVAN WALNUT,DWT 3803W,SYLVAN WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3804W - EDL HPL 4'x8' | STRAW AREY WALNUT,DWT 3804W,STRAW AREY WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3805W - EDL HPL 4'x8' | AREY WALNUT,DWT 3805W,AREY WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3806W - EDL HPL 4'x8' | CLAY AREY WALNUT,DWT 3806W,CLAY AREY WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3807W - EDL HPL 4'x8' | ARIZONA ELM,DWT 3807W,ARIZONA ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3808W - EDL HPL 4'x8' | LIGHT ARIZONA ELM,DWT 3808W,LIGHT ARIZONA ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3809W - EDL HPL 4'x8' | GREY ARIZONA ELM,DWT 3809W,GREY ARIZONA ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3901W - EDL HPL 4'x8' | VINTAGE OAK,DWT 3901W,VINTAGE OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3902W - EDL HPL 4'x8' | ODESSA OAK,DWT 3902W,ODESSA OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3903W - EDL HPL 4'x8' | MILAN OAK,DWT 3903W,MILAN OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWT 3904W - EDL HPL 4'x8' | DARK VINTAGE OAK,DWT 3904W,DARK VINTAGE OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Aleppo,Wood,0.8mm
DWV 4445AE - EDL HPL 1300x3050 | LAMPHUN TEAK,DWV 4445AE,LAMPHUN TEAK,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4516AE - EDL HPL 1300x3050 | HABSBURG OAK,DWV 4516AE,HABSBURG OAK,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4538AE - EDL HPL 1300x3050 | WHITE ELM,DWV 4538AE,WHITE ELM,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4585AE - EDL HPL 1300x3050 | ROVERE ROCK,DWV 4585AE,ROVERE ROCK,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4586AE - EDL HPL 1300x3050 | ROVERE TEXAS,DWV 4586AE,ROVERE TEXAS,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4587AE - EDL HPL 1300x3050 | ROVERE SLAVONIA,DWV 4587AE,ROVERE SLAVONIA,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4588AE - EDL HPL 1300x3050 | ROVERE VERSAILLES,DWV 4588AE,ROVERE VERSAILLES,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4605AE - EDL HPL 1300x3050 | CILIEGO AVOIA,DWV 4605AE,CILIEGO AVOIA,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWV 4616AE - EDL HPL 1300x3050 | NOCE CARYA DARK,DWV 4616AE,NOCE CARYA DARK,FALSE,FALSE,FALSE,1100000,Active,sht,Sheet,1300 x 3050 mm,Aleve,Wood,0.8mm
DWW 2672FA - EDL HPL 4'x8' | STRAW ASH,DWW 2672FA,STRAW ASH,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9005FA - EDL HPL 4'x8' | HEMLOCK,DWW 9005FA,HEMLOCK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9026FA - EDL HPL 4'x8' | LINON ELM,DWW 9026FA,LINON ELM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9038FA - EDL HPL 4'x8' | DANISH WALNUT,DWW 9038FA,DANISH WALNUT,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9056FA - EDL HPL 4'x8' | HICKORY,DWW 9056FA,HICKORY,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9057FA - EDL HPL 4'x8' | HICKORY ARIA,DWW 9057FA,HICKORY ARIA,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9058FA - EDL HPL 4'x8' | HICKORY WISP,DWW 9058FA,HICKORY WISP,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWW 9059FA - EDL HPL 4'x8' | HICKORY CRISP,DWW 9059FA,HICKORY CRISP,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 1053EH - EDL HPL 4'x8' | VANILLA TEAK,DWX 1053EH,VANILLA TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 1054EH - EDL HPL 4'x8' | PORCELAIN TEAK,DWX 1054EH,PORCELAIN TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 1061EH - EDL HPL 4'x8' | COCOA TEAK,DWX 1061EH,COCOA TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 1063EH - EDL HPL 4'x8' | HONEY TEAK,DWX 1063EH,HONEY TEAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 2322EH - EDL HPL 4'x8' | NAGARE YOKO II,DWX 2322EH,NAGARE YOKO II,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 2324EH - EDL HPL 4'x8' | NAGARE YOKO III,DWX 2324EH,NAGARE YOKO III,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 2326EH - EDL HPL 4'x8' | NAGARE YOKO I,DWX 2326EH,NAGARE YOKO I,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DWX 3225M - EDL HPL 4'x8' | KATTHULT-SM,DWX 3225M,KATTHULT-SM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Fine Matt,Wood,0.8mm
DWX 3226M - EDL HPL 4'x8' | DARK KATTHULT-SM,DWX 3226M,DARK KATTHULT-SM,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Fine Matt,Wood,0.8mm
DWX 5504HT - EDL HPL 4'x8' | DARK HARVARD OAK,DWX 5504HT,DARK HARVARD OAK,FALSE,FALSE,FALSE,710000,Active,sht,Sheet,1220 x 2440 mm,Embossed,Wood,0.8mm
DX 1557PG - EDL HPL 4'x8' | LAVANT-G,DX 1557PG,LAVANT-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1558PG - EDL HPL 4'x8' | DARK LAVANT-G,DX 1558PG,DARK LAVANT-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1576PG - EDL HPL 4'x8' | BIANCO VENATINO-G,DX 1576PG,BIANCO VENATINO-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1584PG - EDL HPL 4'x8' | PIERZ-G,DX 1584PG,PIERZ-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1586PG - EDL HPL 4'x8' | CABANA-G,DX 1586PG,CABANA-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1587PG - EDL HPL 4'x8' | DARK MUSE-G,DX 1587PG,DARK MUSE-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 1588PG - EDL HPL 4'x8' | NOA MARBLE-G,DX 1588PG,NOA MARBLE-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 3048PG - EDL HPL 4'x8' | PEARL CALACATTA-G,DX 3048PG,PEARL CALACATTA-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 8300PG - EDL HPL 4'x8' | ANTICO ROSSO-G,DX 8300PG,ANTICO ROSSO-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 8320PG - EDL HPL 4'x8' | NERO ROSSO-G,DX 8320PG,NERO ROSSO-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 8390PG - EDL HPL 4'x8' | ROYAL CARRARA-G,DX 8390PG,ROYAL CARRARA-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
DX 8395PG - EDL HPL 4'x8' | BIANCO CARRARA-G,DX 8395PG,BIANCO CARRARA-G,FALSE,FALSE,FALSE,780000,Active,sht,Sheet,1220 x 2440 mm,Marble Gloss,Marble,1.0mm
